Time_s,ChamberPressure_BarA_ButterFilter_mean,ChamberPressure_BarA_ButterFilter_std,HeatRelease_ButterFilter_mean,HeatRelease_ButterFilter_std,CumulativeHeatRelease_ButterFilter_mean,CumulativeHeatRelease_ButterFilter_std,MainInjector_CurrentProfile_mean,MainInjector_CurrentProfile_std
-0.0049999999873762,44.089488894308175,7.733215833025687,-12932.858508325968,34846.755060852054,20988.801840848708,14190.886545392916,0.1491092105587626,0.048585733971933075
-0.0049979999873812,44.07483993843369,7.693148404118332,-12914.21978530413,34779.054474754405,20962.954762619695,14121.38478335087,-0.09760979868637866,0.16527399549197866
-0.0049959999873863,44.06018875606876,7.653106623864455,-12895.51897068961,34711.154180783524,20937.145023929526,14052.019430600398,-0.322684483446855,0.05229965373714287
-0.0049939999873913,44.045535760502275,7.613092005072971,-12876.756237757027,34643.05487694456,20911.3727487855,13982.790893939573,-0.16253204242879038,0.10113983500104091
-0.0049919999873964,44.030881364727044,7.573106062171709,-12857.931761599511,34574.75726711126,20885.638060851776,13913.699578883488,0.22269342478464468,0.024484988583610815
-0.0049899999874014,44.01622598140846,7.53315031114323,-12839.045719126321,34506.26206101276,20859.941083435293,13844.745889626178,0.1837361076524527,0.07957634097075895
-0.0049879999874065,44.00157002285303,7.4932262694613385,-12820.098289060401,34437.56997422029,20834.28193949253,13775.930229058456,-0.1192514715829106,0.12559773349726325
-0.0049859999874115,43.98691390097724,7.453335456028338,-12801.089651935914,34368.68172813353,20808.660751615593,13707.252998730344,-0.288057073756667,0.04896930330676253
-0.0049839999874166,43.97225802727635,7.413479391113051,-12782.019990095696,34299.59804996694,20783.077642038792,13638.714598868604,-0.10193526046785654,0.18251222562842737
-0.0049819999874216,43.95760281279335,7.3736595962895874,-12762.889487688679,34230.31967273563,20757.532732624873,13570.315428339565,0.140453628817023,0.06478117042981714
-0.0049799999874267,43.942948668088114,7.3338775943769,-12743.698330667161,34160.84733524121,20732.026144871554,13502.05588466663,0.08851145064477313,0.053364148037868306
-0.0049779999874317,43.928296003206526,7.2941349093791725,-12724.446706784089,34091.18178205724,20706.557999897777,13433.936363993313,-0.171192179104204,0.1379661250510804
-0.0049759999874368,43.91364522764991,7.254433066427042,-12705.134805590185,34021.3237635145,20681.128418450247,13365.957261100815,-0.314026941862337,0.03723409772382154
-0.0049739999874418,43.89899675034443,7.214773591719616,-12685.762818431065,33951.27403568604,20655.737520889703,13298.118969371257,-0.037009226426938595,0.14472602486987216
-0.0049719999874469,43.8843509796107,7.175158012467394,-12666.330938444262,33881.03336037195,20630.385427197474,13230.421880805294,0.196722582631819,0.024484356018252454
-0.0049699999874519,43.86970832313356,7.135587856836049,-12646.839360556238,33810.602505084054,20605.072256961757,13162.866385985595,0.09283996832194114,0.10620021697542517
-0.004967999987457,43.85506918793201,7.096064653891088,-12627.288281479281,33739.98224303031,20579.798129384166,13095.452874094479,-0.14954995655119377,0.09058597248346643
-0.004965999987462,43.84043398032924,7.056589933543414,-12607.677899708358,33669.17335309888,20554.56316326607,13028.181732877643,-0.26208677827706534,0.09620381332879564
-0.0049639999874671,43.825803105922866,7.017165226495813,-12588.008415517847,33598.17661984208,20529.36747701509,12961.053348661833,-0.09760637120667513,0.16561358514011976
-0.0049619999874721,43.811176969555305,6.977792064190366,-12568.280030958253,33526.99283346007,20504.2111886315,12894.068106318835,0.222692910834925,0.042848784596869235
-0.0049599999874772,43.79655597528432,6.938471978756792,-12548.492949852865,33455.622789784364,20479.09441571475,12827.226389283202,0.10149599828959473,0.0901724523251609
-0.0049579999874822,43.781940526353715,6.899206502961751,-12528.647377794276,33384.067290261024,20454.017275449787,12760.528579516356,-0.2664161610357864,0.12499906334177266
-0.0049559999874873,43.7673310251643,6.859997170159076,-12508.743522140896,33312.32714193367,20428.979884613702,12693.975057524663,-0.257757643128258,0.07446911418174178
-0.0049539999874923,43.75272787324487,6.820845514240995,-12488.781592013482,33240.403157426445,20403.982359562044,12627.566202323545,0.023588317493463334,0.18856999459894477
-0.0049519999874974,43.73813147122348,6.781753069590375,-12468.761798291414,33168.29615492649,20379.024816235382,12561.302391455574,0.23567756243224,0.06028807396630958
-0.0049499999875024,43.72354221879892,6.742721371033866,-12448.684353609075,33096.006958166414,20354.10737014577,12495.184000955132,0.023585234317931802,0.12648993672307332
-0.0049479999875075,43.70896051471228,6.7037519537960994,-12428.549472351993,33023.536396406336,20329.23013638325,12429.211405366286,-0.25775926817018463,0.0901712393667595
-0.0049459999875125,43.694386756718835,6.6648463534548625,-12408.357370653017,32950.885304415846,20304.393229602338,12363.384977707867,-0.2361155630332122,0.13796664071228387
-0.0049439999875176,43.67982134155997,6.626006105897245,-12388.10826638843,32878.054522455655,20279.59676402852,12297.705089491335,0.053887319148684,0.1282538353006567
-0.0049419999875226,43.66526466493551,6.58723274727684,-12367.802379173934,32805.04489625907,20254.84085344485,12232.172110686197,0.29194630425160667,0.11220518442117178
-0.0049399999875277,43.65071712147602,6.548527813971865,-12347.43993036067,32731.857277013234,20230.12561119834,12166.78640973793,-0.006713794432590269,0.12898324911635153
-0.0049379999875327,43.63617910471547,6.509892842544395,-12327.021143031076,32658.492521340213,20205.451150186633,12101.548353533648,-0.31835609054342434,0.07345409489176791
-0.0049359999875378,43.62165100706405,6.471329369700479,-12306.54624199475,32584.95149127771,20180.81758286442,12036.458307420144,-0.15820439210907541,0.16090918214209246
-0.0049339999875428,43.60713321978121,6.432838932251345,-12286.015453784168,32511.235054259716,20156.225021230126,11971.516635169843,0.11015594800430017,0.13284611550939085
-0.0049319999875479,43.592626132948915,6.394423067075512,-12265.429006650405,32437.344083096883,20131.673576832294,11906.723698998909,0.24433376093824566,0.09851307579211184
-0.0049299999875529,43.57813013544506,6.356083311081958,-12244.787130558778,32363.279455956643,20107.16336075636,11842.07985953352,-0.06731163750857934,0.13508502031564484
-0.004927999987558,43.563645614917185,6.317821201174229,-12224.090057184409,32289.042056343184,20082.69448363103,11777.585475828091,-0.40492370017151497,0.21659140230995222
-0.004925999987563,43.54917295775641,6.279638274215532,-12203.338019907693,32214.632773077075,20058.267055614986,11713.240905331702,-0.16253290947868274,0.14729310903006684
-0.0049239999875681,43.53471254907151,6.241536066994771,-12182.531253809759,32140.05250027475,20033.881186403465,11649.046503906713,0.08851378234835498,0.16470528788321157
-0.0049219999875731,43.5202647726633,6.203516116193586,-12161.669995667864,32065.30213732782,20009.536985214847,11585.002625795276,0.20104924684836933,0.12854731152900045
-0.0049199999875781,43.505830010999176,6.16557995835419,-12140.75448395058,31990.38258888204,19985.234560795972,11521.109623634778,-0.18417730626878384,0.16436452153668518
-0.0049179999875832,43.49140864518793,6.127729129848253,-12119.784958813078,31915.294764816175,19960.974021415084,11457.367848441081,-0.314026988394924,0.04013889962713
-0.0049159999875882,43.47700105495477,6.089965166846579,-12098.761662092214,31840.03958022055,19936.755474854726,11393.77764959165,-0.04133783824568687,0.1990117732145231
-0.0049139999875933,43.462607618616595,6.052289605289693,-12077.684837301662,31764.617955375455,19912.57902841698,11330.339374841195,0.1620960662871951,0.08415271373072404
-0.0049119999875983,43.448228713057496,6.014703980859301,-12056.554729626836,31689.03081572927,19888.44478891039,11267.05337028928,0.1750790573511111,0.1022458507341687
-0.0049099999876034,43.43386471370453,5.977209828950477,-12035.371585919866,31613.279091876433,19864.352862656273,11203.919980399021,-0.1711923544087027,0.12559748402781837
-0.0049079999876084,43.41951599450356,5.9398086846447224,-12014.135654694437,31537.36371953513,19840.303355475782,11140.9395479652,-0.34432578113023665,0.028051997399707516
-0.0049059999876135,43.405182927895645,5.9025020826837515,-11992.847186120658,31461.28563952492,19816.296372696186,11078.112414133022,-0.06297965593758399,0.14433702867290696
-0.0049039999876185,43.39086588479335,5.865291557444006,-11971.506432019785,31385.045797744024,19792.332019137957,11015.43891836665,0.175080480762113,0.028051537253133113
-0.0049019999876236,43.37656523455749,5.828178642911815,-11950.113645858963,31308.645145146533,19768.410399121076,10952.91939846805,0.05821231172921098,0.10114008108981287
-0.0048999999876286,43.362281344974086,5.7911648726592535,-11928.669082745828,31232.08463771926,19744.53161645217,10890.554190545929,-0.25343139798172504,0.0695233613625474
-0.0048979999876337,43.34801458223152,5.754251779820539,-11907.172999423046,31155.36523645847,19720.69577443078,10828.343629034713,-0.3183550276445777,0.11468248736105188
-0.0048959999876387,43.33376531089798,5.717440897069059,-11885.625654262773,31078.48790734629,19696.902975836576,10766.288046663865,0.014931276234131966,0.1383729965898855
-0.0048939999876438,43.31953389389913,5.680733756594816,-11864.027307261058,31001.453621326964,19673.15332293561,10704.38777447704,0.19239391951343598,0.054406177881714375
-0.0048919999876488,43.305320692496004,5.64413189008238,-11842.378220032251,30924.26335428297,19649.446917467587,10642.643141801766,0.045226804030849665,0.14729246540191593
-0.0048899999876539,43.291126066263196,5.607636828689189,-11820.678655803298,30846.918087010916,19625.783860652104,10581.054476268797,-0.31402862838386497,0.052300013484350844
-0.0048879999876589,43.2769503730673,5.5712501030241794,-11798.928879407997,30769.41880519718,19602.164253175928,10519.622103782103,-0.30536973283354335,0.010601828921279541
-0.004885999987664,43.262793969045504,5.534973243126665,-11777.12915728113,30691.766499393347,19578.58819519937,10458.346348538622,0.0409013897661144,0.1334097506067437
